name,records
Malva,71
Mollisia juncina,71
Pentaglottis sempervirens,71
Phomatospora berkeleyi,71
Puccinia angelicae,71
Puccinia pimpinellae,71
Saccobolus depauperatus,71
Stropharia cyanea,71
Suillus tridentinus,71
Varicosporium delicatum,71
Venturia ditricha,71
Amaurochaete atra,70
Appendiculella calostroma,70
Aspicilia contorta,70
Betula utilis,70
Borago officinalis,70
Buddleja davidii,70
Ceraceomyces crispatus,70
Cladosporium macrocarpum,70
Cortinarius leucopus,70
Cystolepiota adulterina,70
Geastrum minimum,70
Laetisaria fuciformis,70
Lepus timidus,70
Macrolepiota rhodosperma,70
Mycenella bryophila,70
Neoerysiphe nevoi,70
Nitschkia cupularis,70
Ombrophila pileata,70
Oxyporus obducens,70
Physarum robustum,70
Physconia grisea,70
Podosphaera aucupariae,70
Polystigma rubrum,70
Puccinia crepidicola,70
Puccinia pygmaea,70
Saccobolus glaber,70
Sillia ferruginea,70
Abies grandis,69
Alchemilla alpina,69
Clematis,69
Diderma globosum,69
Diploschistes scruposus,69
Entoloma roseum,69
Fibroporia vaillantii,69
Guignardia aesculi,69
Hyacinthoides hispanica,69
Inocybe auricoma,69
Ionomidotis fulvotingens,69
Lactifluus bertillonii,69
Magnolia,69
Peronospora tomentosa,69
Phaeostalagmus tenuissimus,69
Piptocephalis freseniana,69
Pseudevernia furfuracea,69
Amanita inopinata,68
Ascobolus stictoideus,68
Chalara pteridina,68
Crustomyces subabruptus,68
Dama dama,68
Entoloma nitidum,68
Entoloma rhombisporum,68
Entoloma sordidulum,68
Erysiphe syringae,68
Inocybe posterula,68
Inocybe soluta,68
Limacella vinosorubescens,68
Marssonina betulae,68
Mollisiopsis dennisii,68
Origanum vulgare,68
Pachyella violaceonigra,68
Perofascia lepidii,68
Peronospora affinis,68
Polytrichum commune s.l.,68
Pyrenopeziza pastinacae,68
Russula pelargonia,68
Sydowia polyspora,68
Thelonectria mammoidea,68
Veronica persica,68
Vicia cracca,68
Agaricus cupreobrunneus,67
Anemone coronaria,67
Cellypha goldbachii,67
Cyclaneusma minus,67
Cystolepiota moelleri,67
Flammulaster muricatus,67
Galerina stylifera,67
Golovinomyces monardae,67
Graddonidiscus coruscatus,67
Hieracium vagum,67
Hyaloscypha,67
Inocybe acuta,67
Laccaria fraterna,67
Lactarius glaucescens,67
Lophodermium hedericola,67
Microbotryum silenes-inflatae,67
Omphalina subhepatica,67
Paraleptosphaeria macrospora,67
Physarum psittacinum,67
Quaternaria dissepta,67
Ramularia calthae,67
Reticularia jurana,67
Rhynchosporium agropyri,67
Thalictrum flavum,67
Tubaria romagnesiana,67
Vibrissea truncorum,67
Amanita nivalis,66
Arbutus unedo,66
Arthonia atra,66
Basidiodendron spinosum,66
Brassica napus,66
Buerenia inundata,66
Chalciporus rubinus,66
Ciboria viridifusca,66
Conocybe echinata,66
Conocybe subpubescens,66
Coprinopsis romagnesiana,66
Cortinarius varius,66
Cryptosporella suffusa,66
Diplodia mutila,66
Entoleuca mammata,66
Epichloe baconii,66
Erysiphe betae,66
Hilberina caudata,66
Inocybe obscurobadia,66
Lepiota griseovirens,66
Leptopeltis litigiosa,66
Leptosphaeria maculans,66
Ligustrum,66
Melanogaster ambiguus,66
Mollisia mutabilis,66
Mollisia olivascens,66
Papaver rhoeas,66
Peronospora dipsaci,66
Peronospora oerteliana,66
Psilocybe subviscida,66
Puccinia taraxaci,66
Spongipellis spumea,66
Trapeliopsis granulosa,66
Tulasnella tomaculum,66
Tulosesus congregatus,66
Ustilago tritici,66
Xanthonectria pseudopeziza,66
Agaricus subfloccosus,65
Anthracoidea karii,65
Aureobasidium pullulans,65
Blennothallia crispa,65
Collaria elegans,65
Cortinarius basililaceus,65
Cortinarius epsomiensis,65
Cudonia circinans,65
Entomophthora planchoniana,65
Geopyxis carbonaria,65
Graphis elegans,65
Gymnopilus dilepis,65
Hygrocybe turunda,65
Lagarobasidium detriticum,65
Leucoagaricus nympharum,65
Milesina carpatorum,65
Mycena corticola,65
Placopyrenium fuscellum,65
Quercus petraea x robur = Q. x rosacea,65
Russula maculata,65
Stypella crystallina,65
Urceolella crispula,65
Vibrissea guernisacii,65
Calycellina ochracea,64
Discostroma corticola,64
Enchylium tenax,64
Entoloma xanthochroum,64
Epilobium tetragonum,64
Euphrasia officinalis,64
Hygrocybe coccineocrenata,64
Juncus conglomeratus,64
Licea marginata,64
Licea pusilla,64
Nidularia deformis,64
Pezicula acericola,64
Phoma,64
Phyllactinia orbicularis,64
Puccinia deschampsiae,64
Puccinia urticae-flaccae,64
Russula azurea,64
Sawadaea tulasnei,64
Xanthoparmelia conspersa,64
Xenasma pulverulentum,64
Xylaria filiformis,64
Alchemilla vulgaris,63
Andromeda polifolia,63
Atriplex portulacoides,63
Bilimbia sabuletorum,63
Cladonia chlorophaea,63
Cortinarius balteatocumatilis,63
Daleomyces phillipsii,63
Entyloma eburneum,63
Erysimum cheiri,63
Erysiphe necator,63
Hygrophoropsis macrospora,63
Hypericum,63
Lactarius evosmus,63
Lecanora conferta,63
Lophium mytilinum,63
Paragyromitra infula,63
Paraphaeosphaeria michotii,63
Pertusaria leioplaca,63
Polyscytalum pustulans,63
Psathyrella clivensis,63
Pseudombrophila hepatica,63
Puccinia bromina,63
Acarospora privigna,62
Agrocybe putaminum,62
Anthyllis vulneraria,62
Arcyria oerstedii,62
Berberis vulgaris,62
Chrysomyxa empetri,62
Coniochaeta scatigena,62
Coprinopsis spelaiophila,62
Didymium minus,62
Discosia artocreas,62
Echinosphaeria strigosa,62
Elymus junceiformis,62
Ervilia hirsuta,62
Flammulaster limulatus,62
Lachnum,62
Leucoagaricus sericifer,62
Lophodermium gramineum,62
Lythrum salicaria,62
Parmelia,62
Phacellium carneum,62
Pholiota jahnii,62
Pseudolachnea hispidula,62
Pseudotomentella tristis,62
Ribes,62
Russula robertii,62
Russula violacea,62
Scrophularia auriculata,62
Tomentella radiosa,62
Truncospora atlantica,62
Tulasnella thelephorea,62
Vaccinium oxycoccos,62
Vitis vinifera,62
Chlorencoelia versiformis,61
Conocybe macrocephala,61
Entoloma incarnatofuscescens,61
Fuscidea lightfootii,61
Hydnellum scabrosum,61
Hypotrachyna revoluta,61
Lasiobolus cuniculi,61
Lecanora symmicta,61
Melanogaster broomeanus,61
Mycena epipterygioides,61
Ophiosphaerella herpotricha,61
Parasola galericuliformis,61
Phaeohelotium nobile,61
Porpidia soredizodes,61
Postia fragilis,61
Pseudosperma flavellum,61
Pseudosperma perlatum,61
Psilocybe fimetaria,61
Pyrenopeziza,61
Sclerotinia trifoliorum,61
Scutellinia olivascens,61
Stephanospora caroticolor,61
Tomentella punicea,61
Trametes suaveolens,61
Tulostoma melanocyclum,61
Tylospora fibrillosa,61
Uromyces limonii,61
Amanita battarrae,60
Arachnopeziza eriobasis,60
Bagliettoa parmigera,60
Camarosporium oreades,60
Camposporium pellucidum,60
Cantharellus ferruginascens,60
Cronartium quercuum,60
Durella atrocyanea,60
Erica,60
Exobasidium juelianum,60
Galerina subclavata,60
Geranium pusillum,60
Hyaloscypha herbarum,60
Hymenoscyphus robustior,60
Leucoagaricus georginae,60
Mastigosporium muticum,60
Mazzantia angelicae,60
Papaver somniferum,60
Peronospora myosotidis,60
Peziza,60
Pyrenopeziza millegrana,60
Ramalina fastigiata,60
Russula nana,60
Septoria polygonorum,60
Solidago virgaurea,60
Sordaria humana,60
Trichoderma alutaceum,60
Ustilago hordei,60
Anthracoidea caricis,59
Arachnopeziza aurelia,59
Arrhenia obscurata,59
Ascobolus lignatilis,59
Bolboschoenus maritimus,59
Buellia ocellata,59
Carduus crispus,59
Chlorociboria aeruginosa,59
Coprinus sterquilinus,59
Cucurbita pepo,59
Echinostelium fragile,59
Erysiphe howeana,59
Galium mollugo,59
Hyalopeziza ciliata,59
Hypoxylon,59
Inocybe lanuginosa,59
Inocybe xanthomelas,59
Juncus articulatus,59
Lepus europaeus,59
Melomastia mastoidea,59
Memnoniella dichroa,59
Ochrolechia androgyna,59
Paxillus obscurisporus,59
Pluteus luctuosus,59
Pseudospiropes obclavatus,59
Ramariopsis pulchella,59
Schedonorus arundinaceus,59
Scleromitrula candolleana,59
Sistotrema oblongisporum,59
Tremella exigua,59
Unguiculella hamulata,59
Volvariella caesiotincta,59
Wiesneriomyces laurinus,59
Xeromphalina cauticinalis,59
Acanthophiobolus helicosporus,58
Agaricus devoniensis,58
Armillaria cepistipes,58
Ballota nigra,58
Basidiodendron caesiocinereum,58
Cardamine flexuosa,58
Cheilymenia theleboloides,58
Coprinopsis echinospora,58
Entoloma aprile,58
Entyloma bellidis,58
Inocybe duriuscula,58
Lecania erysibe,58
Lepraria vouauxii,58
Peronospora antirrhini,58
Plantago maritima,58
Podosphaera ferruginea,58
Polyporus umbellatus,58
Pseudopeziza medicaginis,58
Pseudotomentella mucidula,58
Ramularia bistortae,58
Ramularia scolopendrii,58
Tomentellopsis submollis,58
Uromyces poae,58
Vibrissea filisporia,58
Vuilleminia cystidiata,58
Amanita olivaceogrisea,57
Athyrium filix-femina,57
Atriplex prostrata,57
Chromelosporiopsis carnea,57
Clavicorona taxophila,57
Crepidotus carpaticus,57
Diaporthe nobilis,57
Didymium bahiense,57
Hypericum hirsutum,57
Inocybe ochroalba,57
Lamproderma nigrescens,57
Lepidium coronopus,57
Niptera ramincola,57
Nodulisporium cecidiogenes,57
Nothofagus,57
Onygena corvina,57
Ophiognomonia leptostyla,57
Peronospora meconopsidis,57
Phaeosphaeria luctuosa,57
Pseudosperma squamatum,57
Pythium,57
Taphrina betulae,57
Thelephora caryophyllea,57
Tricladiopsis foliosa,57
Tubulicrinis medius,57
Acrogenospora carmichaeliana,56
Arcyria minuta,56
Articulospora antipodes,56
Bovista aestivalis,56
Cortinarius rufo-olivaceus,56
Cortinarius vibratilis,56
Cristinia eichleri,56
Cylindrium elongatum,56
Cylindrotrichum oligospermum,56
Cystolepiota pulverulenta,56
Durella connivens,56
Echinostelium colliculosum,56
Fomitiporella cavicola,56
Gaeumannomyces graminis,56
Galerina pseudomniophila,56
Hymenoscyphus laetus,56
Lactarius repraesentaneus,56
Lactarius rubrocinctus,56
Limonium vulgare,56
Massaria inquinans,56
Melanomma subdispersum,56
Metarhizium marquandii,56
Paracercosporidium microsorum,56
Perichaena vermicularis,56
Pyrenopeziza plicata,56
Pyrrhospora quernea,56
Rimbachia arachnoidea,56
Scirrhia rimosa,56
Sistotrema octosporum,56
Strossmayeria atriseda,56
Stypella legonii,56
Taphrina wiesneri,56
Viscum album,56
Volvariella hypopithys,56
Arcyria stipata,55
Bactrodesmium obovatum,55
Bartheletia paradoxa,55
Chaetomium globosum,55
Colloderma oculatum,55
Dissoderma paradoxum,55
Drepanopeziza salicis,55
Entyloma calendulae,55
Epithele typhae,55
Haplariopsis fagicola,55
Leptotrochila cerastiorum,55
Microthyrium pinophyllum,55
Mollisia pilosa,55
Nitschkia collapsa,55
Nodulosphaeria erythrospora,55
Passalora dubia,55
Peziza domiciliana,55
Pezizella roburnea,55
Platanus,55
Platanus occidentalis x orientalis = P. x hispanica,55
Primula veris,55
Prunella vulgaris,55
Psathyrella senex,55
Resupinatus europaeus,55
Sarcopodium circinatum,55
Septoria convolvuli,55
Sistotrema sernanderi,55
Tamus communis,55
Trechispora fastidiosa,55
Acanthonitschkea tristis,54
Armoracia rusticana,54
Ascocorticium anomalum,54
Asterina veronicae,54
Cejpia hystrix,54
Cladorrhinum coprophilum,54
Colacogloea peniophorae,54
Coprinopsis cothurnata,54
Coprinopsis narcotica,54
Corinectria fuckeliana,54
Cortinarius multiformis,54
Cortinarius olivaceofuscus,54
Dianthus barbatus,54
Diplocarpa bloxamii,54
Eutypella acericola,54
Eutypella stellulata,54
Gloeohypochnicium analogum,54
Hyphomycetes,54
Lactarius cyathuliformis,54
Lamproderma columbinum,54
Leucoscypha leucotricha,54
Loreleia postii,54
Mastigosporium album,54
Medicago sativa,54
Mollisia caespiticia,54
Paraperonospora leptosperma,54
Pastinaca sativa,54
Peronospora debaryi,54
Peronospora violacea,54
Podospora pleiospora,54
Postia rennyi,54
Prototrichia metallica,54
Psathyrella lutensis,54
Ramularia grevilleana,54
Russula barlae,54
Russula langei,54
Sclerencoelia fascicularis,54
Scutellinia setosa,54
Actinocladium rhodosporum,53
Albugo hohenheimia,53
Anungitea fragilis,53
Arthrinium puccinioides,53
Ascobolus denudatus,53
Brassica rapa,53
Calycellina,53
Calycina chionea,53
Calycina discreta,53
Calystegia,53
Centaurea scabiosa,53
Ciliolarina laricina,53
Cladosporium,53
Clavaria,53
Coenogonium pineti,53
Cystolepiota sistrata,53
Ditopella ditopa,53
Galerina embolus,53
Hemimycena candida,53
Hydropisphaera arenula,53
Inocybe splendens,53
Lactarius flavidus,53
Lentinellus ursinus,53
Leptosphaeria macrocapsa,53
Lophiostoma origani,53
Papaver cambricum,53
Populus nigra 'Italica',53
Porpidia cinereoatra,53
Puccinia convolvuli,53
Tricholoma populinum,53
Trifolium,53
Typha,53
Typhula spathulata,53
Xylodon rimosissimus,53
Acrogenospora sphaerocephala,52
Agaricus altipes,52
Agaricus lutosus,52
Allium porrum,52
Asterosporium asterospermum,52
Basidiomycetes,52
Bromus hordeaceus,52
Calicium viride,52
Catillaria chalybeia,52
Cercospora beticola,52
Coprinus stellatus,52
Cortinarius helvolus,52
Endophyllum euphorbiae-sylvaticae,52
Equisetum,52
Fragaria vesca,52
Frangula alnus,52
Gymnopus impudicus,52
Hebeloma helodes,52
Hebeloma theobrominum,52
Hyalopsora polypodii,52
Incrucipulum capitatum,52
Jacobaea aquatica,52
Lachnum rhytismatis,52
Lamprospora miniata,52
Macroconia leptosphaeriae,52
Mycena aurantiomarginata,52
Ophiognomonia intermedia,52
Pandora dipterigena,52
Penicillium vulpinum,52
Postia guttulata,52
Pyrenopeziza aquosa,52
Rosa sherardii,52
Rugosomyces obscurissimus,52
Russula fuscorubroides,52
Stellaria alsine,52
Stropharia albonitens,52
Tomentella italica,52
Achillea ptarmica,51
Aleurobotrys botryosus,51
Allium cepa,51
Allium vineale,51
Anthostomella phaeosticta,51
Anthostomella tomicoides,51
Arrhenia rustica,51
Caloplaca crenularia,51
Calystegia silvatica,51
Chloridium virescens,51
Diatrype,51
Epichloe clarkii,51
Fagus sylvatica group 'Atropurpurea',51
Filobasidiella lutea,51
Hyphoderma,51
Hyphoderma cryptocallimon,51
Hyponectria buxi,51
Juncus bufonius,51
Lentomitella vestita,51
Lewia scrophulariae,51
Megalocystidium leucoxanthum,51
Parmelia omphalodes,51
Peronospora digitalis,51
Phlebiella fibrillosa,51
Phycomyces nitens,51
Plagiosphaera immersa,51
Puccinia bistortae,51
Russula acrifolia,51
Russula pectinata,51
Russula viscida,51
Septoria hydrocotyles,51
Sphaerulina azaleae,51
Stachys palustris,51
Steccherinum bourdotii,51
Stereum ochraceoflavum,51
Trapelia placodioides,51
Trechispora microspora,51
Trechispora praefocata,51
Trechispora silvae-ryae,51
Trichoderma citrinoviride,51
Trimmatostroma salicis,51
Uromyces chenopodii,51
Veronica,51
Xanthoparmelia mougeotii,51
Arrhenia lobata,50
Arrhenia velutipes,50
Ascocoryne lilacina,50
Aurinia saxatilis,50
Calluna,50
Calycina vulgaris,50
Carex rostrata,50
Carlina vulgaris,50
Ceratobasidium cornigerum,50
Cerinomyces tortus,50
Clitocybe americana,50
Clitocybe truncicola,50
Clitopilus pinsitus,50
Coleosporium petasitis,50
Conocybe,50
Coprotus ochraceus,50
"Cortinarius cagei non Cortinarius bicolor Gray, 1821",50
Cryptomeria japonica,50
Episphaeria fraxinicola,50
Erynia rhizospora,50
Fayodia bisphaerigera,50
Funaria hygrometrica,50
Galerina ampullaceocystis,50
Ganoderma carnosum,50
Glyceria fluitans,50
Gymnopus inodorus,50
Hypoderma commune,50
Leproplaca chrysodeta,50
Leptostroma spiraeae,50
Malva moschata,50
Margaritispora aquatica,50
Melanoleuca humilis,50
Monoblepharis macrandra,50
Mus,50
Mycena aciculata,50
Opegrapha vulgata,50
Penicillium,50
Physcia,50
Physconia distorta,50
Plicaria endocarpoides,50
Puccinia difformis,50
Solanum dulcamara,50
Stachybotrys chartarum,50
Stemonitis splendens,50
Trechispora dimitica,50
Tricholoma batschii,50
Trichophaea abundans,50
Tympanis conspersa,50
Uromyces minor,50
Uromyces scillarum,50
Variocladium giganteum,50
Alisma plantago-aquatica,49
Calycina affinis,49
Camposporium cambrense,49
Cornus,49
Cortinarius callisteus,49
Cribraria violacea,49
Dendryphiella vinosa,49
Diaporthe crustosa,49
Glyceria,49
Hodophilus micaceus,49
Impatiens capensis,49
Juncorrhiza aschersoniana,49
Laccaria pumila,49
Lathyrus odoratus,49
Licea operculata,49
Melampyrum pratense,49
Ombrophila violacea,49
Pholiota mixta,49
Placynthium nigrum,49
Pleospora rubelloides,49
Pseudohelotium alaunae,49
Pseudombrophila theioleuca,49
Pseudopeziza calthae,49
Ramaria gracilis,49
Russula melzeri,49
Russula raoultii,49
Spongospora subterranea,49
Tomentella fuscocinerea,49
Viola arvensis,49
Asterostroma laxum,48
Capronia pilosella,48
Clitocybe barbularum,48
Crepis capillaris,48
Cyclothyriella rubronotata,48
Dryopteris affinis,48
Ellisembia leptospora,48
Entoloma byssisedum,48
Erysiphe alliariicola,48
Erysiphe platani,48
Euphorbia lathyris,48
Hydnotrya tulasnei,48
Hyphodontia sambuci,48
Hypochnella violacea,48
Hypoxylon cercidicola,48
Lactarius sphagneti,48
Leccinum pulchrum,48
Lophomerum ponticum,48
Microthyrium lauri,48
Mycena coccinea non (Murrill) Singer,48
Myochromella boudieri,48
Neottiella vivida,48
Pholiota spumosa,48
Phylloporus pelletieri,48
Physcia dubia,48
Pterula multifida,48
Puccinia cladii,48
Ramularia chamaedryos,48
Rhizopogon roseolus,48
Russula intermedia,48
Sesquicillium buxi,48
Sherardia arvensis,48
Sphaerosporella brunnea,48
Sphaerostilbella penicillioides,48
Stomiopeltis pinastri,48
Thelotrema lepadinum,48
Triangularia setosa,48
Trichia favoginea,48
Tricholoma sulphurescens,48
Trichophorum cespitosum,48
Uromyces appendiculatus,48
Viola palustris,48
Wilsonomyces carpophilus,48
Xerocomellus ripariellus,48
Anguillospora furtiva,47
Antrodia sinuosa,47
Badhamia macrocarpa,47
Brachysporium obovatum,47
Calycellina phalaridis,47
Calyptella campanula,47
Cortinarius malachius,47
Cribraria vulgaris,47
Diaporthe pustulata,47
Entoloma fernandae,47
Eutypella leprosa,47
Fuligo rufa,47
Fusarium lateritium,47
Hygrocybe phaeococcinea,47
Hygrophoropsis fuscosquamula,47
Hygrophorus lindtneri,47
Hyphoderma transiens,47
Hypomyces ochraceus,47
Hypomyces papulasporae,47
Lactarius romagnesii,47
Lecanora orosthea,47
